step2successmarketing.com,mary@step2successmarketing.com,STEP2SUCCESS Marketing,,,,,,"12561 Ulmerton Road, Largo, FL 33774, United States","STEP2SUCCESS Marketing has contracted with a www.mydataprivacy.com as your compliance dashboard that provides an automated solution to CA consumers that allows them to view the information we have on them, opt out or request to be deleted. "
dynata.com,privacy@dynata.com,"Dynata, LLC",,,,,,"4 Research Drive, Suite 300, Shelton, CT 06484, United States","Right to Request Deletion of Personal Information, , You have the right to request deletion of the personal information we have collected about you (subject to some exceptions). You can submit your request as described above, and we reserve the right to conduct the verification described above., , Right to Know About Personal Information Collected, Disclosed, or Sold, , You have the right to request that we provide you with details about the personal information we collect, use, disclose and sell. You can submit a verifiable consumer request by clicking here. You can also submit your request via our toll-free number 833-681-0436. Dynata reserves the right to verify your identity to our satisfaction, including by asking you to log into your account if you have one."
leadpost.com,contact@leadpost.com,"LeadPost, LLC",,,,,,"4170 Manchester Avenue, 2nd Floor, St. Louis, MO 63110, United States","-You have the right to request the deletion of all data that has been collected and stored about you by LeadPost.  To request permanent deletion of this data, you may visit https://www.leadpost.com/contact-us/, you may call us toll free at (866) 456-6674 or email this request to delete_mydata@LeadPost.com."
lotadata.com,apu@lotadata.com,"LOTaDATA, Inc.",,,,,,"169 11th Street, San Francisco, CA 94103, United States","We have published the ""Do not sell my personal information"" link on our website. Consumers may submit requests for deletion under the CCPA using this weblink: https://lotadata.com/personal_information. Additionally, consumers can reach us by emailing their request to privacy@lotadata.com"
openx.com,privacy@openx.com,"OpenX Technologies, Inc.",,,,,,"888 E. Walnut Street, 2nd Floor, Pasadena, CA 91101, United States","OpenX is not in the business of publicly posting personal information.  Any individual can submit a deletion request at https://www.openx.com/legal/privacy-policy/ through the applicable online form.  If necessary, OpenX may request additional information to verify an individual’s identity and complete the request."
contacts411.com,barrygold@contacts411.com,Infinite Knot Inc dba Contacts411,,,,,,"PO Box 390, Greens Farms, CT 06838-0390, United States",https://contacts411.com/ccpa
mediawallah.com,privacy@mediawallah.com,"MediaWallah, LLC",,,,,,"100 Park Ave, 16th Floor, New York, NY 10017, United States",California residents and protected individuals may submit deletion requests online at https://www.mediawallah.com/donotsell or by calling us al  + 1 (855) WALLAH1 or +1 (855) 925-5241
pwc.com,US_Privacy_Office@pwc.com,PricewaterhouseCoopers LLP,,,,,,"300 Madison Avenue, New York, NY 10017, United States","Not applicable as PwC does not publicly post on the Internet personal contact information (i.e., phone numbers, addresses) of individuals."
scrapingrobot.com,support@scrapingrobot.com,"Scraping Robot, LLC",,,,,,"440 North 8th Street, Suite 110, Lincoln, NE 68508, United States",Contact support@scrapingrobot.com
mira.co,privacy@mira.co,The Spoken Thought Inc ,,,,,,"222 Broadway Fl 19, New York, NY 10038, United States","By Visiting our opt out page at https://www.mira.co/privacy/ccpa/, emailing us at optout@mira.co, or calling us at 646-907-6472."
milestonemarketingsolutions.com,bgleason@milestonemarketingsolutions.com,Milestone Marketing Solutions,,,,,,"844 Waterbury Falls Dr, Suite 201, O'Fallon, MO 63368, United States","A consumer can write to the address listed:, , 844 Waterbury Falls Dr, Suite 201, O'Fallon, MO 63368"
sirdata.com,dpo@sirdata.com,SIRDATA SAS,,,,,,"20 RUE SAINT-FIACRE, 75002 PARIS, France",Sirdata does not publicly post or display personal information online.
fireflyon.com,privacy@fireflyon.com,Firefly Systems Inc. ,,,,,,"488 8th Street, San Francisco, CA 94103, United States","Firefly does not publicly post or display personal information of individuals online. For more information about Firefly’s privacy practices, see Firefly’s Privacy Policy at https://www.fireflyon.com/privacy-policy., , "
decadata.io,support@decadata.io,DecaData Corporation,,,,,,"4444 Geary Blvd, Suite 306, SAN FRANCISCO, CA 94118, United States",Contact support@decadata.io
iqvia.com,PrivacyOfficer@IQVIA.com,IQVIA Inc.,,,,,,"100 IMS Drive, Parsippany, NJ 07054, United States",Protected individuals may contact us at PrivacyOfficer@IQVIA.com.
malvernmedia.com,info@malvernmedia.com,Malvern Media Inc.,,,,,,"1060 N. Paulina St., #3, Chicago, IL 60622, United States","We do not post information online for public view. If a consumer wishes to have their information deleted they may submit a request to unsubscribe@malvernmedia.com or write us at: , Malvern Media Inc., Attn: Privacy & Compliance Department , 1060 N. Paulina St. #3 , Chicago IL 60622"
quad.com,compliancedept@quad.com,Quad/Graphics Inc.,,,,,,"N61 W23044 Harry's Way, Sussex, WI 53089, United States",https://www.quad.com/submit-a-privacy-request/
rrd.com,dataprivacy@rrd.com,R. R. Donnelley & Sons Company,,,,,,"35 West Wacker Drive, Chicago, IL 60601-9703, United States","R.R. Donnelley does not knowingly post online information governed by Gov. Code sections 6208.1(b) or 6254.21(c)(1). However, a protected individual can email dataprivacy@rrd.com or call 1-877-RRD-4411 to demand deletion in the event any such information is posted online."
emailindustries.com,privacy@emailindustries.com,Indiemark LLC,,,,,,"801 Broad Street, Suite 603, Augusta, GA 30901, United States","To initiate a data deletion request, California residents may submit their information using our California Privacy Rights Data Request Form located at https://www.emailindustries.com/legal/#ccpa or email us at privacy@emailindustries.com. "
citydata.ai,privacy@citydata.ai,"CITYDATA, Inc.",,,,,,"548 Market St, Pmb 88563, San Francisco, CA 94104, United States","We have published the ""Do not sell my personal information"" link on our website. Consumers may submit requests for deletion under the CCPA using this weblink: https://citydata.ai/personal_information. Additionally, consumers can reach us by emailing their request to privacy@citydata.ai"
socialoutlier.com,Data@socialoutlier.com,Social Outlier,,,,,,"934 S Santa Fe Ave, Los Angeles, CA 90021, United States","Submit a written request. Either mailed, email, or contact sheet online. "
costar.com,CoStarPrivacy1@costar.com,"CoStar Realty Information, Inc. ",,,,,,"1331 L Street, N.W., Washington, DC 20005, United States","CoStar does not knowingly and intentionally publicly post or publicly display on the Internet the home address, home telephone number, or image of any individual protected under Gov. Code sections 6208.1(b) or 6254.21(c)(1).  If a consumer believes such information is posted or displayed, and wants to request that it be removed from the CoStar site, the consumer may contact CoStar by email at CoStarPrivacy1@costar.com, by toll-free phone at (800) 204-5960, or submit the request through its CoStar account or our applicable web form located at https://www.costar.com/feedback/datainquiry. In order to verify the consumer's request, CoStar may require the consumer to provide additional information to confirm the identity of the consumer. Once CoStar verifies the consumer's request, CoStar will remove the information, unless an exception applies."
definitivehc.com,privacy@definitivehc.com,"Definitive Healthcare, LLC",,,,,,"550 Cochituate Road, Unit 4, Framingham, MA 01701, United States","•	E-mail: privacy@definitivehc.com   , •	Phone: 774-300-8156 , •	Mail:  , Definitive Healthcare  , Attn: Data Privacy Officer  , 550 Cochituate Road  , Suite 4  , Framingham, MA 01701  , "
buyerlink.com,legal@buyerlink.com ,Buyerlink Inc.,,,,,,"1820 Bonanza St, Walnut Creek, CA 94596, United States","A protected individual can demand deletion of information posted online either via the ""Do Not Sell My Personal Information"" link on the footer of buyerlink.com, by sending an email to legal@buyerlink.com, or by filling out the ""Contact Us"" form on https://buyerlink.com/Contact/. "
irys.us,privacy@irys.us,Irys ,,,,,,"244 5th avenue, suite N238, New York City, NY 10031, United States","Irys does not publish or otherwise make publicly available home addresses. In order for an individual to be reidentified, a party must have the mobile Device Identifier and precise geolocation coordinates (latitude and longitude). Any consumer may email Irys at privacy@irys.us to submit a general request to delete their personal information. All requests to delete information must be verified for legitimacy and identity. In the event a consumer request to delete data is verified, Irys deletes personal information associated with the consumer's Device Identifier from active systems. Backups age out naturally when they are overwritten. "
data-axle.com,privacyteam@data-axle.com,"Data Axle, Inc. f/k/a Infogroup Inc.",,,,,,"13155 Noel Road, Ste. 1750, Dallas, TX 75240, United States","An individual may go directly to: https://www.data-axle.com/privacy-policy/ to opt out ,to make do not sell requests and to request deletion of information."
seekout.io,privacy@seekout.io,Zipstorm LLC ,,,,,,"2475 152nd Ave NE, Bldg 17 Suite 2475, Redmond, WA 98502, United States","They can email us at opout@seekout.io, call us at the toll free number listed under ""do not sell my data"" or fill out a form that is also under the ""do not sell my data"" tab."
gostrata.com,dataprivacy@gostrata.com,Strata Company,,,,,,"5166 Campus Drive, Plymouth Meeting, PA 19462, United States","While Strata Company does not post information of any protected individual in a public online space, a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by visiting https://www.gostrata.com/do-not-sell-my-personal-information/ or navigating to any Strata Company webpage and clicking the ""Do Not Sell My Personal Information"" link in the footer at the bottom of the page - in the additional comments section, the individual can demand the deletion of any personal information. Upon submission, this request is sent directly to Strata's Data Privacy team who will review the request and if found to be a valid request,  will comply with the request by delete any information about that individual in publicly accessible locations. In addition, this individual will be removed from relevant data systems to prevent any future sale of personal data. "
terrainadvisors.com,privacy@terrainadvisors.com,Terrain Advisors Inc,,,,,,"315 Montgomery Street, 10th Floor, San Francisco, CA 94104, United States","We have published the ""Do not sell my personal information"" link on our website. Consumers may submit requests for deletion under the CCPA using this weblink: https://www.terrainadvisors.com/opt-out. Additionally, consumers can reach us by emailing their request to privacy@terrainadvisors.com, "
relsci.com,privacy@relsci.com,Relationship Science,,,,,,"5 Pennsylvania Plaza, 15th Floor, New York, NY 10001, United States","Please email privacy@relsci.com with the relevant code in the subject line of the email. Alternatively, please call 1-888-800-7955. "
cowen.com,KyberCCPA@cowen.com,Kyber Health Data LLC,,,,,,"599 Lexington Avenue, 20th Floor, New York, NY 10022, United States",Not applicable. Kyber Health Data LLC does not post this type of information online. 
bridg.com,privacy@bridg.com,"Bridg, Inc",,,,,,"11388 W. Olympic Blvd., Los Angeles, CA 90064, United States","Protected individuals may request deletion of their information by contacting us using one of the following methods:, •	https://bridg.wirewheel.io/privacy-page/5f24301c0c96fd0020596a35, o	You may email us at privacy@bridg.com to exercise your rights., "
anexinet.com,privacy@anexinet.com,Anexinet Corp.,,,,,,"4 Sentry Parkway East, Suite 300, Blue Bell, PA 19422, United States","This is not applicable, as Anexinet does not post any personal information contact information of “protected individuals” in accordance with Gov. Code sections 6208.1(b) or 6254.21(c)(1)."
amplemarket.com,privacy@amplemarket.com,Amplemarket,,,,,,"1160 Mission St, San Francisco, CA 94103, United States","Exercising Access, Data Portability, and Deletion Rights, To exercise the access, data portability, and deletion rights described above, please submit a verifiable consumer request to us by sending us an email to: privacy@amplemarket.com., , Only a consumer or a person registered with the California Secretary of State that a consumer authorizes to act on a consumer's behalf, may make a verifiable consumer request related to a consumer's personal information. A consumer may also make a verifiable consumer request on behalf of that consumer's minor child., , We cannot respond to a consumer's request or provide a consumer with personal information if we cannot verify the consumer's identity or authority to make the request and confirm the personal information relates to that consumer. Making a verifiable consumer request does not require a consumer to create an account with us. We will only use personal information provided in a verifiable consumer request to verify the requestor's identity or authority to make the request."
achcoop.com,lisa@achcoop.com,"ACH, Address Clearing House",,,,,,"16192 Coastal Highway, Lewes, DE 19958, United States","ACH does not post consumer information online. However, protected individuals can request that their information be deleted by visiting achcoop.com and clicking the “Do Not Sell My Personal Information” link https://www.achcoop.com/do-not-sell-my-personal-info, where they have the option to request their personal information be removed from the database, or email to privacy@achcoop.com ."
komodohealth.com,trust-and-safety@komodohealth.com,"Komodo Health, Inc. ",,,,,,"680 Folsom Street, 5th Floor, San Francisco, CA 94107, United States","Komodo Health does not post information subject to Gov. Code sections 6208.1(b) or 6254.21(c)(1).  However, a protected individual may nonetheless send a request to trust-and-safety@komodohealth.com, or submit a request through the intake mechanisms made available in Komodo Health's published privacy policy. "
accenture.com,Regulatory.Licenses@accenture.com,Accenture LLP,,,,,,"161 N. Clark Street, Chicago, IL 60601, United States",Not applicable as Accenture LLP does not publicly post online the telephone number or address information of individuals.
poshmark.com,support@poshmark.com,"Poshmark, Inc.",,,,,,"203 Redwood Shores Pkwy Floor 8, Redwood City, CA 94065, United States","A protected individual can demand deletion of their information by visiting our Privacy Policy and requesting to delete their information by clicking ""click here to request to delete personal information"" (https://poshmark.com/account/delete). They can also delete their account through the Poshmark App. The deletion of their account will delete all of their information. "
datanyze.com,privacy@datanyze.com,Datanyze,,,,,,"2530 Meridian Parkway, Suite 300, Attn: Privacy, Durham, NC 27713, United States",Consumers may manage their data management preferences through our comprehensive privacy center: https://www.datanyze.com/privacy-center
locatesmarter.com,privacy@locatesmarter.com,"LocateSmarter, LLC",,,,,,"1309 Technology Parkway, Suite 101, Cedar Falls, IA 50613, United States","A deletion request may be submitted using the following link,https://www.locatesmarter.com/request-to-opt-out-do-not-sell-my-personal-information/, or via phone at 877-815-2268. Consumers may visit https://www.locatesmarter.com/privacy-policy/ for detailed instructions on deletion requests. In order to ensure that the person making the request to delete a consumer’s information is authorized to do so, the requester must provide information such as a full name, mailing address, and last four digits of social security number. "
intalytics.com,privacy@intalytics.com,Intalytics Inc.,,,,,,"5 Research Dr Ste A, Ann Arbor, MI 48103, United States","Contact Intalytics by email at privacy@intalytics.com or by mail at: Intalytics 5 Research Drive, Suite A Ann Arbor, MI 48103"
marinusanalytics.com,privacy@marinusanalytics.com,Marinus Analytics,,,,,,"PO Box 6127, Pittsburgh, PA 15212-9998, United States",By filling out the form on this page: https://www.marinusanalytics.com/do-not-sell-my-personal-information
mediaocean.com,ccpa@mediaocean.com,4C Insights,,,,,,"120 Broadway, New York, NY 10271, United States","While the scope of our services do not allow for the posting of information about individuals online, individuals can use the email address and toll-free number shown in our privacy notice to exercise their rights under the CCPA."
careerbuilder.com,riskandcompliance@careerbuilder.com,"CareerBuilder, LLC",,,,,,"200 N. LaSalle Drive, Suite 1100, Chicago, IL 60601, United States","In the event that any information governed by Gov. Code sections 6208.1(b) or 6254.21(c)(1) is posted online, a protected individual can demand deletion by emailing riskandcompliance@careerbuilder.com or clicking here: https://privacyportal-cdn.onetrust.com/dsarwebform/a7e660bb-bfdf-4dd0-b65c-49ce834f786e/5edf5e8a-3d83-4e49-9d3a-cb2fb031f49f.html"
permutive.com,privacy@permutive.com,"Permutive, Inc",,,,,,"244 Fifth Avenue, Suite 1437, New York, NY 10001, United States",Visit our privacy page at https://permutive.com/privacy/
0ptimus.com,info@0ptimus.com,0ptimus Analytics,,,,,,"201 N Union St, Suite 110, Alexandria, VA 22314, United States","This is not applicable, as 0ptimus does not post personal information online."
fourleafdata.com,privacy@fourleafdata.com,FourLeaf LLC,,,,,,"30 N. Gould Street, Suite 5479, Sheridan, WY 82801, United States",A protected individual can demand deletion of information posted online by emailing privacy@fourleafdata.com.
datapluscontent.com,privacy@datapluscontent.com,DataPlusContent LLC,,,,,,"1317 Commercial St, #201, Bellingham, WA 98225, United States","If you are a California user, you have certain rights with respect to the collection, use, transfer, and processing of you “Personal Information,” as defined by the California Consumer Privacy Act (“CCPA”).  We reserve the right to limit these rights where permitted under applicable law, including where your identity cannot be reasonably verified or to the extent your rights adversely affect the rights and freedoms of others.  To exercise any of the rights below, please contact us via the contact information below.  Only you or a person registered with the California Secretary of State that you authorize to act on your behalf may make a verifiable consumer request related to your personal information., , You can submit your request by calling us at (800) 290-6761. You may also submit a request by sending us an email at privacy@datapluscontent.com. "
optinstrategies.org,Privacy@optinstrategies.org,Opt-In Strategies ,,,,,,"4641 Hillview Way, Saramento, CA 95822, United States","Consumers may manage their data management preferences through our comprehensive privacy center: https://www.optionstrategies.org/ccpa, or by calling +1 916-542-0759."
eab.com,privacy@eab.com,"EAB Global, Inc.",,,,,,"2445 M Street NW, Washington, DC 20037, United States",
cappex.com,privacy@eab.com,"Cappex.com, LLC",,,,,,"2445 M Street NW, Washinton, DC 20037, United States",
rhetorik.com,research@rhetorik.com,Rhetorik Limited,,,,,,"West Forest Gate, Wellington Road, Wokingham, RG40 2AT, United Kingdom","A protected individual can demand deletion via our website - https://www.rhetorik.com/do-not-sell-my-info, or via email, telephone, post or social media, If they receive an email from us, they can also reply to the email to demand deletion."
madisonlogic.com,privacy@madisonlogic.com,"Madison Logic, Inc.",,,,,,"257 Park Avenue South, 2nd Floor, New York, NY 10010, United States","A protected individual can demand deletion of information by:, - submit ""opt-out"" form online, - e-mail completed ""opt-out"" form , - mail completed ""opt-out"" form "
enginemediaexchange.com,legal@emxdigital.com,"EMX Digital, Inc.",,,,,,"902 Carnegie Center - Suite 220, Princeton, NJ 08540, United States",Please see our privacy policy   enginemediaexchange.com/privacy
salesintel.io,privacy@salesintel.io,SalesIntel Research Inc.,,,,,,"4040 Fairfax Dr Ste 700a, Arlington, VA 22203-1613, United States",Fill out the form on https://salesintel.io/opt-out/
datamasters.org,sales@datamasters.org,David Rickenbacher,,,,,,"131 east view court, double oak, TX 75077, United States",The Consumer may email us to sales@datamasters.org   or call Direct to 469-549-1800   to opt out of any futures mailings
smarteinc.com,privacy@smarteinc.com,SMARTE Inc.,,,,,,"1209 Lynbrook Way,, San Jose, CA 95129, United States","The consumer can email his request to privacy@smarteinc.com (as explained in the privacy policy - https://smarteinc.com/privacy-policy/). , , Also, every email that we send out has an ""Unsubscribe"" link on the bottom for the consumer to demand deletion https://smarteinc.com/unsubscribe/, "
bookyourdata.com,mark@bookyourdata.com,Book Your Data,,,,,,"1348 Florida Ave. NW, Washington, DC 20009, Washington, WA 20009, United States",By simply sending an e-mail to the contact details shown in the website and also by filling the opt-out form.
datadelivers.com,info@datadelivers.com,DataDelivers LLC,,,,,,"100 W Hillcrest Blvd, Ste 406, Schaumburg, IL 60195, United States",
rampedup.io,contact@rampedup.io,"RampedUp, LLC",,,,,,"3423 Piedmont Road NE, Atlanta, GA 30305, United States",Do Not Sell My Information Link https://share.hsforms.com/1UzDl0s4ISDWFdjZLMD17-Q2mu6w  
yello.co,privacy@yello.co,"Recsolu Inc., DBA Yello",,,,,,"55 E Monroe St, Suite 3600, Chicago, IL 60603, United States","Consumers may demand deletion of information posted online by emailing privacy@yello.co , by filling out the ""Do Not Sell My Personal Information"" web form at https://yello.co/do-not-sell-my-personal-information/ or by calling Yello Support at 1-888-713-YLLO (9556). "
dmdatabases.com,optout@dmdatabases.com,DMDatabases,,,,,,"316 E LANCASTER AVE, WYNNEWOOD, PA 19096, United States","simply complete the ""Opt-Out"" form clearly listed on website. "
scileads.com,privacy@scileads.com,SciLeads,,,,,,"Arnott House, Third Floor, 12-16 Bridge Street, Belfast, BT11LU, United Kingdom",To be deleted individuals can submit a verifiable request via this link https://scileads.com/opt-out/ or email legal@scileads.com
ncsolutions.com,ncsprivacy@ncsolutions.com,"NCVentures, LLC d/b/a NCS",,,,,,"140 E 45th Street, Suite 16B, New York, NY 10017, United States",ncsprivacy@ncsolutions.com
lakeb2b.com,info@lakeb2b.com,Lake B2B,,,,,,"1 Byram Brook Place,, Armonk,, New York, NY 10504, United States","Any email we send includes a ""Unsubscribe"" tab at the bottom for customers to request that their information be removed."
domymail.com,jenny@helmerprinting.com,Wholesale Mail,,,,,,"1401 Beaudry Boulevard, Hudson, WI 54016, United States",No sensitive data will be posted or distributed online.
statsocial.com,info@statsocial.com,StatSocial,,,,,,"1 World Trade Center, Office 8500, New York, NY 10007, United States",https://www.statsocial.com/optout/
dexivo.com,Hello@Dexivo.com,Dexivo INC,,,,,,"2505 Anthem Village Drive Suite E 520, Henderson, NV 89052, United States","At the bottom of our home page, we allow users to OPT OUT of any data sales of their information. https://dexivo.com/"
catylist.com,hello@catylist.com,"Catylist Real Estate Software, Inc.",,,,,,"1209 Orange Street, Wilmington, DE 19801, United States",Please see https://www.commercialexchange.com/privacy and https://www.catylist.com/privacy/.
reis.com,info@REIS.com,Reis Inc.,,,,,,"251 Little Falls Drive, Wilmington, DE 19808, United States",Please see www.reis.com/privacy
acquiremedia.com,info@acquiremedia.com,"Acquire Media U.S., LLC",,,,,,"Corporation TrustCenter, 1209 Orange Street, Wilmington, DE 19801, United States",Please see http://www.acquiremedia.com/privacypolicy/; http://new.newsedge.com/privacypolicy.html; and https://buy.newsedge.com/includes/privacypolicy.php
adadapted.com,info@adadapted.com,"AdAdapted, Inc.",,,,,,"206 East Huron Street, Suite 101, Ann Arbor, MI 48104, United States",Individuals can email privacy@adadpted.com to request their information be deleted.
